masterOrderID,price,payment,change,staffID,ReportID,TableNo,checkoutTime,checkoutDate
3429,105,105,0,8,18,T14,18:45:41,2017-11-23
3430,40,40,0,2,18,T20,18:47:30,2017-11-23
3431,30,30,0,8,18,T11,18:53:44,2017-11-23
3432,13,13,0,7,18,T19,19:02:55,2017-11-23
3433,31,31,0,2,18,T9,19:06:19,2017-11-23
3434,43,43,0,2,18,T13,19:06:22,2017-11-23
3435,10,10,0,3,18,T7,19:12:57,2017-11-23
3436,72,72,0,2,18,T12,19:23:03,2017-11-23
3437,70,70,0,2,18,T8,19:25:22,2017-11-23
3438,20,20,0,8,18,T12,19:38:08,2017-11-23
3439,30,30,0,1,18,T6,19:42:47,2017-11-23
3440,30,30,0,3,18,T9,19:49:15,2017-11-23
3441,13,13,0,2,18,T10,20:07:16,2017-11-23
3442,18,18,0,3,18,T10,20:16:33,2017-11-23
3443,33,33,0,2,18,T4,20:19:58,2017-11-23
3444,26,26,0,3,18,T8,20:23:23,2017-11-23
3445,30,30,0,7,18,T1,20:26:02,2017-11-23
3446,195,195,0,8,18,T17,20:30:19,2017-11-23
3447,130,130,0,8,18,T11,20:43:12,2017-11-23
3448,12,12,0,1,18,T9,20:50:29,2017-11-23
3449,46,46,0,3,18,T12,20:57:42,2017-11-23
3450,112,112,0,7,18,T12,20:57:57,2017-11-23
3451,10,10,0,1,19,T4,08:06:24,2017-11-24
3452,66,66,0,2,19,T5,08:12:43,2017-11-24
3453,27,27,0,7,19,T19,08:13:21,2017-11-24
3454,118,118,0,3,19,T6,08:18:07,2017-11-24
3455,38,38,0,8,19,T17,08:19:34,2017-11-24
3456,78,78,0,2,19,T16,08:31:23,2017-11-24
3457,90,90,0,8,19,T6,08:32:48,2017-11-24
3458,48,48,0,2,19,T5,08:52:32,2017-11-24
3459,202,202,0,3,19,T20,08:55:24,2017-11-24
3460,24,24,0,8,19,T2,09:01:40,2017-11-24
3461,13,13,0,1,19,T13,09:02:57,2017-11-24
3462,18,18,0,7,19,T15,09:05:57,2017-11-24
3463,50,50,0,7,19,T3,09:07:59,2017-11-24
3464,150,150,0,2,19,T6,09:08:40,2017-11-24
3465,78,78,0,8,19,T11,09:11:23,2017-11-24
3466,142,142,0,7,19,T2,09:18:39,2017-11-24
3467,162,162,0,2,19,T16,09:30:01,2017-11-24
3468,115,115,0,2,19,T10,09:38:33,2017-11-24
3469,72,72,0,1,19,T7,09:39:36,2017-11-24
3470,20,20,0,8,19,T20,09:41:02,2017-11-24
3471,124,124,0,1,19,T14,09:45:19,2017-11-24
3472,58,58,0,2,19,T4,09:46:12,2017-11-24
3473,117,117,0,1,19,T6,09:50:07,2017-11-24
3474,10,10,0,7,19,T17,09:52:56,2017-11-24
3475,12,12,0,3,19,T3,09:56:56,2017-11-24
3476,35,35,0,1,19,T13,09:59:48,2017-11-24
3477,10,10,0,8,19,T10,10:02:16,2017-11-24
3478,117,117,0,3,19,T9,10:07:53,2017-11-24
3479,30,30,0,3,19,T11,10:12:48,2017-11-24
3480,40,40,0,7,19,T7,10:16:24,2017-11-24
3481,24,24,0,1,19,T6,10:18:40,2017-11-24
3482,100,100,0,1,19,T9,10:29:10,2017-11-24
3483,60,60,0,1,19,T14,10:30:48,2017-11-24
3484,90,90,0,8,19,T17,10:35:42,2017-11-24
3485,12,12,0,3,19,T4,10:43:45,2017-11-24
3486,71,71,0,3,19,T17,10:45:59,2017-11-24
3487,31,31,0,7,19,T9,10:52:25,2017-11-24
3488,15,15,0,2,19,T10,10:52:34,2017-11-24
3489,18,18,0,3,19,T2,10:54:17,2017-11-24
3490,80,80,0,8,19,T15,10:57:09,2017-11-24
3491,145,145,0,7,19,T13,10:58:48,2017-11-24
3492,45,45,0,7,19,T3,10:59:13,2017-11-24
3493,48,48,0,2,19,T13,11:04:31,2017-11-24
3494,55,55,0,7,19,T12,11:11:33,2017-11-24
3495,180,180,0,3,19,T16,11:13:24,2017-11-24
3496,87,87,0,2,19,T20,11:13:32,2017-11-24
3497,28,28,0,8,19,T19,11:13:51,2017-11-24
3498,90,90,0,8,19,T10,11:13:56,2017-11-24
3499,25,25,0,8,19,T4,11:15:18,2017-11-24
3500,90,90,0,3,19,T4,11:22:42,2017-11-24
3501,20,20,0,7,19,T12,11:24:16,2017-11-24
3502,36,36,0,3,19,T4,11:35:15,2017-11-24
3503,55,55,0,1,19,T7,11:37:34,2017-11-24
3504,63,63,0,2,19,T13,11:52:31,2017-11-24
3505,20,20,0,3,19,T15,11:54:21,2017-11-24
3506,40,40,0,3,19,T15,11:56:13,2017-11-24
3507,90,90,0,3,19,T17,12:04:16,2017-11-24
3508,110,110,0,7,19,T13,12:06:19,2017-11-24
3509,18,18,0,7,19,T17,12:09:13,2017-11-24
3510,65,65,0,7,19,T20,12:10:30,2017-11-24
3511,172,172,0,7,19,T7,12:13:21,2017-11-24
3512,24,24,0,7,19,T10,12:24:03,2017-11-24
3513,110,110,0,8,19,T10,12:26:15,2017-11-24
3514,38,38,0,3,19,T9,12:28:09,2017-11-24
3515,33,33,0,1,19,T13,12:28:16,2017-11-24
3516,18,18,0,3,19,T10,12:34:42,2017-11-24
3517,10,10,0,2,19,T15,12:42:31,2017-11-24
3518,138,138,0,7,19,T11,12:46:45,2017-11-24
3519,30,30,0,3,19,T19,12:49:19,2017-11-24
3520,14,14,0,8,19,T14,12:54:27,2017-11-24
3521,55,55,0,1,19,T18,12:55:36,2017-11-24
3522,55,55,0,2,19,T20,12:55:39,2017-11-24
3523,12,12,0,8,19,T20,13:02:58,2017-11-24
3524,18,18,0,1,19,T1,13:04:44,2017-11-24
3525,18,18,0,7,19,T1,13:07:59,2017-11-24
3526,43,43,0,3,19,T12,13:08:59,2017-11-24
3527,124,124,0,2,19,T16,13:14:23,2017-11-24
3528,48,48,0,1,19,T20,13:14:51,2017-11-24
3529,110,110,0,1,19,T13,13:26:01,2017-11-24
3530,40,40,0,2,19,T13,13:29:12,2017-11-24
3531,120,120,0,7,19,T14,13:34:16,2017-11-24
3532,50,50,0,3,19,T2,13:40:11,2017-11-24
3533,10,10,0,1,19,T12,13:43:23,2017-11-24
3534,15,15,0,2,19,T20,13:46:36,2017-11-24
3535,113,113,0,8,19,T14,13:47:39,2017-11-24
3536,30,30,0,2,19,T5,13:53:58,2017-11-24
3537,160,160,0,8,19,T1,13:57:33,2017-11-24
3538,60,60,0,3,19,T9,14:07:09,2017-11-24
3539,18,18,0,3,19,T14,14:13:37,2017-11-24
3540,130,130,0,3,19,T8,14:21:22,2017-11-24
3541,20,20,0,2,19,T2,14:24:15,2017-11-24
3542,32,32,0,1,19,T16,14:26:07,2017-11-24
3543,30,30,0,1,19,T20,14:28:04,2017-11-24
3544,120,120,0,3,19,T5,14:28:37,2017-11-24
3545,100,100,0,1,19,T10,14:49:39,2017-11-24
3546,42,42,0,1,19,T14,14:49:51,2017-11-24
3547,83,83,0,1,19,T11,14:57:12,2017-11-24
3548,37,37,0,8,19,T10,14:59:29,2017-11-24
3549,18,18,0,1,19,T2,15:02:21,2017-11-24
3550,29,29,0,8,19,T9,15:05:24,2017-11-24
3551,70,70,0,1,19,T16,15:22:24,2017-11-24
3552,103,103,0,8,19,T1,15:33:39,2017-11-24
3553,18,18,0,3,19,T18,15:35:30,2017-11-24
3554,43,43,0,3,19,T6,15:35:42,2017-11-24
3555,56,56,0,7,19,T14,15:47:34,2017-11-24
3556,48,48,0,2,19,T15,15:55:44,2017-11-24
3557,124,124,0,3,19,T20,16:08:34,2017-11-24
3558,125,125,0,1,19,T9,16:18:47,2017-11-24
3559,136,136,0,1,19,T9,16:19:07,2017-11-24
3560,50,50,0,1,19,T1,16:31:17,2017-11-24
3561,50,50,0,3,19,T12,16:36:50,2017-11-24
3562,30,30,0,8,19,T2,16:37:15,2017-11-24
3563,18,18,0,7,19,T17,16:40:48,2017-11-24
3564,15,15,0,3,19,T5,17:02:54,2017-11-24
3565,37,37,0,3,19,T7,17:03:59,2017-11-24
3566,10,10,0,8,19,T1,17:05:55,2017-11-24
3567,44,44,0,8,19,T2,17:08:19,2017-11-24
3568,88,88,0,3,19,T2,17:10:16,2017-11-24
3569,70,70,0,3,19,T11,17:11:54,2017-11-24
3570,138,138,0,1,19,T7,17:23:42,2017-11-24
3571,25,25,0,7,19,T1,17:30:21,2017-11-24
3572,51,51,0,8,19,T14,17:34:14,2017-11-24
3573,30,30,0,8,19,T19,17:35:39,2017-11-24
3574,128,128,0,8,19,T17,18:01:47,2017-11-24
3575,60,60,0,7,19,T13,18:10:45,2017-11-24
3576,10,10,0,8,19,T16,18:14:05,2017-11-24
3577,190,190,0,7,19,T18,18:22:29,2017-11-24
3578,130,130,0,8,19,T19,18:24:23,2017-11-24
3579,85,85,0,3,19,T15,18:28:46,2017-11-24
3580,100,100,0,3,19,T18,18:29:08,2017-11-24
3581,18,18,0,7,19,T9,18:38:47,2017-11-24
3582,18,18,0,1,19,T1,18:40:43,2017-11-24
3583,12,12,0,7,19,T2,18:42:26,2017-11-24
3584,110,110,0,8,19,T5,18:50:39,2017-11-24
3585,24,24,0,3,19,T4,18:52:04,2017-11-24
3586,56,56,0,2,19,T9,18:59:49,2017-11-24
3587,10,10,0,1,19,T10,19:00:38,2017-11-24
3588,60,60,0,7,19,T2,19:04:58,2017-11-24
3589,56,56,0,2,19,T11,19:07:23,2017-11-24
3590,33,33,0,3,19,T14,19:12:03,2017-11-24
3591,37,37,0,3,19,T16,19:14:10,2017-11-24
3592,100,100,0,2,19,T1,19:40:07,2017-11-24
3593,75,75,0,3,19,T13,19:45:29,2017-11-24
3594,120,120,0,2,19,T17,19:53:43,2017-11-24
3595,140,140,0,7,19,T4,19:55:42,2017-11-24
3596,152,152,0,2,19,T1,19:56:30,2017-11-24
3597,50,50,0,3,19,T7,20:06:38,2017-11-24
3598,48,48,0,7,19,T8,20:06:47,2017-11-24
3599,85,85,0,1,19,T10,20:07:35,2017-11-24
3600,18,18,0,2,19,T13,20:08:14,2017-11-24
3601,88,88,0,8,19,T10,20:15:13,2017-11-24
3602,100,100,0,8,19,T19,20:36:09,2017-11-24
3603,60,60,0,2,19,T1,20:37:15,2017-11-24
3604,15,15,0,1,19,T5,20:37:44,2017-11-24
3605,117,117,0,8,19,T6,20:39:17,2017-11-24
3606,25,25,0,7,19,T11,20:40:48,2017-11-24
3607,15,15,0,3,19,T2,20:50:10,2017-11-24
3608,13,13,0,8,19,T5,20:53:26,2017-11-24
3609,42,42,0,2,19,T6,20:54:41,2017-11-24
3610,18,18,0,1,19,T16,20:56:31,2017-11-24
3611,18,18,0,7,19,T5,20:58:37,2017-11-24
3612,15,15,0,3,20,T4,08:03:27,2017-11-25
3613,15,15,0,8,20,T9,08:10:22,2017-11-25
3614,15,15,0,2,20,T14,08:10:22,2017-11-25
3615,25,25,0,7,20,T7,08:12:44,2017-11-25
3616,58,58,0,1,20,T9,08:13:22,2017-11-25
3617,12,12,0,3,20,T8,08:21:43,2017-11-25
3618,37,37,0,1,20,T19,08:23:18,2017-11-25
3619,31,31,0,2,20,T1,08:36:35,2017-11-25
3620,45,45,0,2,20,T11,08:43:47,2017-11-25
3621,50,50,0,3,20,T7,08:45:44,2017-11-25
3622,25,25,0,3,20,T8,08:50:49,2017-11-25
3623,20,20,0,8,20,T13,08:51:58,2017-11-25
3624,22,22,0,2,20,T3,08:52:20,2017-11-25
3625,105,105,0,2,20,T8,08:52:22,2017-11-25
3626,32,32,0,1,20,T16,08:52:37,2017-11-25
3627,15,15,0,2,20,T20,08:54:28,2017-11-25
3628,124,124,0,3,20,T14,08:57:59,2017-11-25
3629,55,55,0,1,20,T1,09:14:54,2017-11-25
3630,62,62,0,3,20,T11,09:15:52,2017-11-25
3631,43,43,0,1,20,T14,09:19:19,2017-11-25
3632,10,10,0,8,20,T3,09:23:51,2017-11-25
3633,112,112,0,1,20,T20,09:33:10,2017-11-25
3634,115,115,0,8,20,T18,09:35:42,2017-11-25
3635,30,30,0,3,20,T17,09:49:49,2017-11-25
3636,36,36,0,1,20,T19,09:51:11,2017-11-25
3637,15,15,0,7,20,T20,09:52:34,2017-11-25
3638,36,36,0,3,20,T4,09:53:53,2017-11-25
3639,40,40,0,2,20,T20,09:56:31,2017-11-25
3640,134,134,0,7,20,T13,09:57:08,2017-11-25
3641,120,120,0,3,20,T18,09:58:46,2017-11-25
3642,30,30,0,3,20,T6,10:00:20,2017-11-25
3643,40,40,0,3,20,T6,10:06:48,2017-11-25
3644,110,110,0,7,20,T19,10:12:12,2017-11-25
3645,90,90,0,7,20,T3,10:15:09,2017-11-25
3646,42,42,0,7,20,T18,10:17:49,2017-11-25
3647,30,30,0,1,20,T8,10:18:44,2017-11-25
3648,112,112,0,8,20,T9,10:26:07,2017-11-25
3649,115,115,0,1,20,T5,10:30:06,2017-11-25
3650,15,15,0,7,20,T1,10:35:05,2017-11-25
3651,18,18,0,7,20,T17,10:35:50,2017-11-25
3652,122,122,0,8,20,T15,10:37:05,2017-11-25
3653,10,10,0,3,20,T8,10:37:44,2017-11-25
3654,10,10,0,2,20,T12,10:41:41,2017-11-25
3655,108,108,0,2,20,T2,10:42:05,2017-11-25
3656,10,10,0,3,20,T3,10:43:42,2017-11-25
3657,20,20,0,8,20,T5,10:44:15,2017-11-25
3658,140,140,0,2,20,T2,10:52:13,2017-11-25
3659,10,10,0,2,20,T11,11:03:58,2017-11-25
3660,47,47,0,8,20,T9,11:04:53,2017-11-25
3661,60,60,0,8,20,T2,11:17:32,2017-11-25
3662,10,10,0,7,20,T14,11:18:03,2017-11-25
3663,46,46,0,3,20,T14,11:19:16,2017-11-25
3664,12,12,0,1,20,T20,11:22:29,2017-11-25
3665,49,49,0,1,20,T9,11:24:17,2017-11-25
3666,34,34,0,3,20,T16,11:27:51,2017-11-25
3667,28,28,0,1,20,T13,11:30:53,2017-11-25
3668,27,27,0,2,20,T2,11:33:07,2017-11-25
3669,160,160,0,7,20,T17,11:40:44,2017-11-25
3670,20,20,0,3,20,T15,11:46:03,2017-11-25
3671,25,25,0,2,20,T10,12:02:23,2017-11-25
3672,15,15,0,3,20,T4,12:09:34,2017-11-25
3673,114,114,0,7,20,T1,12:13:38,2017-11-25
3674,45,45,0,8,20,T16,12:20:45,2017-11-25
3675,90,90,0,1,20,T2,12:21:36,2017-11-25
3676,90,90,0,1,20,T7,12:23:59,2017-11-25
3677,105,105,0,3,20,T16,12:30:24,2017-11-25
3678,34,34,0,2,20,T2,12:33:01,2017-11-25
3679,52,52,0,8,20,T10,12:33:36,2017-11-25
3680,18,18,0,7,20,T10,12:37:03,2017-11-25
3681,100,100,0,2,20,T2,12:40:42,2017-11-25
3682,50,50,0,3,20,T4,12:42:21,2017-11-25
3683,20,20,0,8,20,T15,12:43:58,2017-11-25
3684,48,48,0,7,20,T12,12:44:05,2017-11-25
3685,102,102,0,8,20,T4,12:47:09,2017-11-25
3686,15,15,0,1,20,T17,12:54:58,2017-11-25
3687,18,18,0,1,20,T20,12:57:43,2017-11-25
3688,90,90,0,3,20,T8,13:01:34,2017-11-25
3689,101,101,0,2,20,T3,13:09:15,2017-11-25
3690,18,18,0,8,20,T15,13:09:52,2017-11-25
3691,18,18,0,2,20,T10,13:12:22,2017-11-25
3692,30,30,0,7,20,T9,13:17:45,2017-11-25
3693,30,30,0,1,20,T11,13:17:50,2017-11-25
3694,110,110,0,8,20,T9,13:25:48,2017-11-25
3695,118,118,0,7,20,T20,13:31:12,2017-11-25
3696,90,90,0,7,20,T15,13:41:10,2017-11-25
3697,40,40,0,1,20,T11,13:42:03,2017-11-25
3698,10,10,0,7,20,T7,13:42:53,2017-11-25
3699,40,40,0,7,20,T18,13:43:20,2017-11-25
3700,15,15,0,8,20,T13,13:43:51,2017-11-25
3701,32,32,0,1,20,T14,13:51:05,2017-11-25
3702,118,118,0,2,20,T13,13:56:51,2017-11-25
3703,40,40,0,8,20,T2,14:00:53,2017-11-25
3704,25,25,0,8,20,T10,14:04:16,2017-11-25
3705,12,12,0,3,20,T13,14:16:29,2017-11-25
3706,62,62,0,3,20,T8,14:21:57,2017-11-25
3707,15,15,0,2,20,T13,14:26:16,2017-11-25
3708,28,28,0,2,20,T11,14:27:54,2017-11-25
3709,188,188,0,8,20,T7,14:39:18,2017-11-25
3710,100,100,0,8,20,T19,14:41:56,2017-11-25
3711,95,95,0,1,20,T17,14:44:32,2017-11-25
3712,36,36,0,2,20,T13,14:44:52,2017-11-25
3713,20,20,0,2,20,T15,14:51:15,2017-11-25
3714,15,15,0,8,20,T14,14:52:03,2017-11-25
3715,39,39,0,7,20,T14,14:52:41,2017-11-25
3716,60,60,0,8,20,T7,14:55:57,2017-11-25
3717,74,74,0,8,20,T1,15:02:03,2017-11-25
3718,39,39,0,8,20,T12,15:10:17,2017-11-25
3719,13,13,0,2,20,T14,15:12:53,2017-11-25
3720,118,118,0,8,20,T14,15:14:25,2017-11-25
3721,22,22,0,1,20,T17,15:17:22,2017-11-25
3722,85,85,0,8,20,T20,15:24:58,2017-11-25
3723,45,45,0,3,20,T10,15:30:13,2017-11-25
3724,60,60,0,8,20,T7,15:30:24,2017-11-25
3725,92,92,0,2,20,T5,15:31:34,2017-11-25
3726,52,52,0,8,20,T13,15:34:30,2017-11-25
3727,120,120,0,7,20,T10,15:42:03,2017-11-25
3728,90,90,0,3,20,T14,15:43:03,2017-11-25
3729,25,25,0,1,20,T11,15:56:56,2017-11-25
3730,104,104,0,1,20,T11,16:03:27,2017-11-25
3731,130,130,0,8,20,T17,16:04:39,2017-11-25
3732,100,100,0,1,20,T2,16:04:52,2017-11-25
3733,38,38,0,7,20,T6,16:08:15,2017-11-25
3734,30,30,0,3,20,T5,16:11:46,2017-11-25
3735,72,72,0,3,20,T8,16:13:31,2017-11-25
3736,89,89,0,1,20,T4,16:15:03,2017-11-25
3737,208,208,0,1,20,T13,16:23:02,2017-11-25
3738,51,51,0,1,20,T12,16:32:39,2017-11-25
3739,60,60,0,2,20,T16,16:34:25,2017-11-25
3740,18,18,0,8,20,T13,16:37:59,2017-11-25
3741,26,26,0,1,20,T11,16:43:34,2017-11-25
3742,68,68,0,3,20,T14,16:44:00,2017-11-25
3743,27,27,0,2,20,T12,16:45:41,2017-11-25
3744,12,12,0,3,20,T8,17:04:26,2017-11-25
3745,10,10,0,8,20,T11,17:08:40,2017-11-25
3746,20,20,0,3,20,T4,17:16:37,2017-11-25
3747,100,100,0,1,20,T18,17:16:41,2017-11-25
3748,26,26,0,2,20,T3,17:24:43,2017-11-25
3749,30,30,0,3,20,T13,17:27:29,2017-11-25
3750,33,33,0,3,20,T9,17:34:05,2017-11-25
3751,113,113,0,7,20,T10,17:34:27,2017-11-25
3752,49,49,0,7,20,T14,17:46:48,2017-11-25
3753,10,10,0,1,20,T20,17:49:32,2017-11-25
3754,30,30,0,8,20,T9,17:55:33,2017-11-25
3755,52,52,0,8,20,T3,18:25:23,2017-11-25
3756,42,42,0,1,20,T14,18:25:34,2017-11-25
3757,12,12,0,3,20,T1,18:25:52,2017-11-25
3758,32,32,0,8,20,T2,18:26:04,2017-11-25
3759,105,105,0,7,20,T5,18:32:06,2017-11-25
3760,12,12,0,8,20,T15,18:33:13,2017-11-25
3761,108,108,0,8,20,T16,18:34:27,2017-11-25
3762,45,45,0,7,20,T5,18:35:44,2017-11-25
3763,50,50,0,3,20,T18,18:37:50,2017-11-25
3764,132,132,0,1,20,T17,18:47:30,2017-11-25
3765,90,90,0,1,20,T10,18:51:34,2017-11-25
3766,120,120,0,2,20,T16,18:53:05,2017-11-25
3767,118,118,0,2,20,T19,18:54:55,2017-11-25
3768,90,90,0,2,20,T6,19:03:27,2017-11-25
3769,37,37,0,2,20,T11,19:06:27,2017-11-25
3770,65,65,0,1,20,T1,19:07:41,2017-11-25
3771,110,110,0,1,20,T13,19:16:50,2017-11-25
3772,110,110,0,3,20,T7,19:17:48,2017-11-25
3773,95,95,0,1,20,T11,19:17:56,2017-11-25
3774,100,100,0,2,20,T14,19:20:58,2017-11-25
3775,42,42,0,3,20,T20,19:21:57,2017-11-25
3776,45,45,0,7,20,T5,19:34:35,2017-11-25
3777,142,142,0,7,20,T6,19:36:33,2017-11-25
3778,123,123,0,2,20,T11,19:42:50,2017-11-25
3779,140,140,0,3,20,T9,19:44:41,2017-11-25
3780,25,25,0,2,20,T6,19:47:49,2017-11-25
3781,33,33,0,8,20,T10,19:47:59,2017-11-25
3782,82,82,0,2,20,T20,19:53:07,2017-11-25
3783,110,110,0,8,20,T20,19:54:00,2017-11-25
3784,30,30,0,3,20,T10,19:54:17,2017-11-25
3785,10,10,0,1,20,T15,20:00:13,2017-11-25
3786,42,42,0,2,20,T13,20:12:45,2017-11-25
3787,35,35,0,7,20,T18,20:13:30,2017-11-25
3788,30,30,0,3,20,T9,20:15:10,2017-11-25
3789,35,35,0,2,20,T17,20:27:38,2017-11-25
3790,50,50,0,1,20,T13,20:28:09,2017-11-25
3791,54,54,0,3,20,T1,20:37:04,2017-11-25
3792,215,215,0,8,20,T14,20:44:05,2017-11-25
3793,33,33,0,1,20,T18,20:46:04,2017-11-25
3794,62,62,0,3,20,T2,20:49:13,2017-11-25
3795,10,10,0,7,21,T20,08:05:50,2017-11-26
3796,48,48,0,1,21,T16,08:07:52,2017-11-26
3797,15,15,0,2,21,T16,08:09:39,2017-11-26
3798,65,65,0,1,21,T14,08:12:13,2017-11-26
3799,123,123,0,8,21,T1,08:18:52,2017-11-26
3800,53,53,0,1,21,T15,08:25:26,2017-11-26
3801,20,20,0,7,21,T16,08:27:27,2017-11-26
3802,105,105,0,1,21,T12,08:37:24,2017-11-26
3803,45,45,0,7,21,T18,08:39:54,2017-11-26
3804,10,10,0,7,21,T17,08:45:33,2017-11-26
3805,93,93,0,3,21,T13,08:45:48,2017-11-26
3806,140,140,0,1,21,T18,08:46:24,2017-11-26
3807,24,24,0,7,21,T17,08:50:02,2017-11-26
3808,16,16,0,1,21,T6,08:51:45,2017-11-26
3809,15,15,0,3,21,T18,08:52:48,2017-11-26
3810,10,10,0,3,21,T19,08:53:42,2017-11-26
3811,45,45,0,3,21,T14,08:54:49,2017-11-26
3812,150,150,0,2,21,T7,08:55:31,2017-11-26
3813,200,200,0,3,21,T16,08:58:20,2017-11-26
3814,205,205,0,2,21,T20,09:01:40,2017-11-26
3815,27,27,0,2,21,T7,09:03:35,2017-11-26
3816,25,25,0,8,21,T17,09:05:53,2017-11-26
3817,50,50,0,2,21,T16,09:09:58,2017-11-26
3818,10,10,0,7,21,T19,09:11:12,2017-11-26
3819,10,10,0,7,21,T5,09:13:41,2017-11-26
3820,130,130,0,8,21,T20,09:18:28,2017-11-26
3821,30,30,0,8,21,T14,09:18:31,2017-11-26
3822,50,50,0,2,21,T11,09:20:58,2017-11-26
3823,62,62,0,8,21,T7,09:26:10,2017-11-26
3824,18,18,0,1,21,T5,09:26:11,2017-11-26
3825,64,64,0,7,21,T8,09:29:11,2017-11-26
3826,100,100,0,3,21,T2,09:38:45,2017-11-26
3827,18,18,0,7,21,T6,09:42:08,2017-11-26
3828,40,40,0,1,21,T12,09:43:18,2017-11-26
3829,25,25,0,1,21,T17,09:53:26,2017-11-26
3830,70,70,0,8,21,T18,09:58:47,2017-11-26
3831,52,52,0,2,21,T12,10:05:50,2017-11-26
3832,58,58,0,2,21,T8,10:07:58,2017-11-26
3833,85,85,0,3,21,T20,10:08:27,2017-11-26
3834,72,72,0,8,21,T14,10:12:25,2017-11-26
3835,75,75,0,7,21,T19,10:15:07,2017-11-26
3836,18,18,0,8,21,T20,10:16:34,2017-11-26
3837,72,72,0,8,21,T9,10:20:25,2017-11-26
3838,114,114,0,1,21,T15,10:21:33,2017-11-26
3839,15,15,0,2,21,T10,10:26:17,2017-11-26
3840,90,90,0,2,21,T1,10:30:50,2017-11-26
3841,12,12,0,3,21,T17,10:35:54,2017-11-26
3842,90,90,0,3,21,T20,10:36:40,2017-11-26
3843,58,58,0,7,21,T2,10:40:41,2017-11-26
3844,45,45,0,3,21,T1,10:42:37,2017-11-26
3845,10,10,0,7,21,T17,10:45:19,2017-11-26
3846,107,107,0,2,21,T4,10:47:40,2017-11-26
3847,260,260,0,1,21,T5,10:49:29,2017-11-26
3848,90,90,0,7,21,T13,10:50:24,2017-11-26
3849,130,130,0,1,21,T10,10:58:34,2017-11-26
3850,49,49,0,8,21,T12,11:00:58,2017-11-26
3851,57,57,0,7,21,T15,11:03:17,2017-11-26
3852,80,80,0,1,21,T16,11:03:40,2017-11-26
3853,100,100,0,1,21,T18,11:08:41,2017-11-26
3854,110,110,0,3,21,T20,11:10:54,2017-11-26
3855,102,102,0,2,21,T14,11:15:54,2017-11-26
3856,50,50,0,3,21,T6,11:17:56,2017-11-26
3857,145,145,0,1,21,T13,11:20:14,2017-11-26
3858,45,45,0,2,21,T1,11:21:15,2017-11-26
3859,202,202,0,1,21,T12,11:24:45,2017-11-26
3860,202,202,0,1,21,T8,11:27:36,2017-11-26
3861,22,22,0,7,21,T20,11:28:26,2017-11-26
3862,24,24,0,1,21,T6,11:31:07,2017-11-26
3863,18,18,0,7,21,T6,11:37:55,2017-11-26
3864,80,80,0,1,21,T7,11:38:56,2017-11-26
3865,15,15,0,1,21,T16,11:41:07,2017-11-26
3866,66,66,0,1,21,T18,11:50:12,2017-11-26
3867,10,10,0,7,21,T3,11:50:40,2017-11-26
3868,71,71,0,3,21,T14,11:55:13,2017-11-26
3869,52,52,0,3,21,T20,11:59:04,2017-11-26
3870,90,90,0,2,21,T4,12:08:11,2017-11-26
3871,150,150,0,8,21,T1,12:14:08,2017-11-26
3872,10,10,0,8,21,T4,12:14:32,2017-11-26
3873,73,73,0,2,21,T16,12:27:39,2017-11-26
3874,137,137,0,2,21,T16,12:31:00,2017-11-26
3875,42,42,0,8,21,T18,12:31:17,2017-11-26
3876,95,95,0,7,21,T3,12:32:30,2017-11-26
3877,70,70,0,8,21,T12,12:37:49,2017-11-26
3878,90,90,0,7,21,T11,12:42:20,2017-11-26
3879,42,42,0,3,21,T1,12:43:47,2017-11-26
3880,140,140,0,8,21,T4,12:47:56,2017-11-26
3881,55,55,0,1,21,T13,12:50:30,2017-11-26
3882,115,115,0,8,21,T4,12:52:20,2017-11-26
3883,55,55,0,2,21,T11,12:52:54,2017-11-26
3884,22,22,0,2,21,T15,12:53:52,2017-11-26
3885,18,18,0,2,21,T19,12:58:20,2017-11-26
3886,35,35,0,2,21,T3,12:59:44,2017-11-26
3887,162,162,0,2,21,T11,13:01:12,2017-11-26
3888,12,12,0,1,21,T19,13:05:03,2017-11-26
3889,33,33,0,3,21,T8,13:08:03,2017-11-26
3890,28,28,0,2,21,T3,13:10:48,2017-11-26
3891,15,15,0,7,21,T19,13:22:35,2017-11-26
3892,10,10,0,8,21,T10,13:28:35,2017-11-26
3893,117,117,0,1,21,T15,13:31:21,2017-11-26
3894,30,30,0,3,21,T19,13:39:14,2017-11-26
3895,12,12,0,3,21,T7,13:39:24,2017-11-26
3896,30,30,0,1,21,T7,13:42:35,2017-11-26
3897,12,12,0,7,21,T18,13:43:32,2017-11-26
3898,190,190,0,8,21,T14,13:45:00,2017-11-26
3899,90,90,0,2,21,T1,13:45:14,2017-11-26
3900,160,160,0,7,21,T7,13:50:08,2017-11-26
3901,45,45,0,1,21,T3,13:50:48,2017-11-26
3902,124,124,0,3,21,T14,13:51:56,2017-11-26
3903,118,118,0,7,21,T17,13:58:13,2017-11-26
3904,35,35,0,1,21,T20,13:59:32,2017-11-26
3905,90,90,0,1,21,T20,14:04:17,2017-11-26
3906,13,13,0,2,21,T15,14:06:05,2017-11-26
3907,50,50,0,1,21,T4,14:06:25,2017-11-26
3908,47,47,0,2,21,T19,14:08:48,2017-11-26
3909,70,70,0,3,21,T17,14:11:40,2017-11-26
