orderID,quantity,MasterOrderID,FoodID
4659,1,2287,DS009,10
4660,1,2288,SD002,12
4661,1,2288,DS009,10
4662,3,2289,SD003,10
4663,1,2289,SD008,20
4664,2,2289,SD006,18
4665,1,2290,BG004,22
4666,1,2291,SD007,16
4667,3,2291,PZ001,90
4668,1,2291,DS008,10
4669,1,2292,BG009,18
4670,2,2292,BG003,24
4671,2,2292,DR003,10
4672,1,2293,SD010,14
4673,1,2293,BG001,30
4674,1,2293,BG007,12
4675,1,2294,DR002,10
4676,1,2295,DS004,24
4677,3,2295,SD005,10
4678,1,2295,DS008,10
4679,1,2296,DR011,10
4680,1,2296,DS002,18
4681,2,2296,PZ004,100
4682,2,2297,BG006,12
4683,1,2297,PZ009,90
4684,1,2298,DR003,10
4685,1,2298,SD010,14
4686,1,2299,DS007,15
4687,1,2299,PZ005,80
4688,1,2299,DR009,15
4689,1,2300,CK003,40
4690,1,2300,CK002,30
4691,1,2301,DR003,10
4692,1,2302,BG009,18
4693,1,2303,DR008,13
4694,2,2303,SD006,18
4695,2,2303,PZ004,100
4696,1,2304,BG006,12
4697,2,2304,BG008,12
4698,1,2304,DR006,13
4699,1,2305,SD007,16
4700,1,2305,BG004,22
4701,3,2306,DR002,10
4702,1,2306,PZ009,90
4703,1,2307,SD009,18
4704,1,2307,SD003,10
4705,3,2307,DR001,10
4706,3,2308,DR011,10
4707,2,2308,PZ002,90
4708,1,2309,BG011,30
4709,1,2309,CK004,25
4710,1,2310,PZ007,70
4711,2,2310,SD001,10
4712,1,2310,DR009,15
4713,1,2311,BG009,18
4714,1,2311,DS006,15
4715,3,2311,BG009,18
4716,2,2312,DR004,10
4717,3,2312,PZ002,90
4718,3,2312,DS005,15
4719,1,2313,CK009,50
4720,1,2313,DR008,13
4721,1,2313,DS005,15
4722,3,2314,DS008,10
4723,2,2315,PZ009,90
4724,1,2315,PZ010,90
4725,2,2315,PZ007,70
4726,1,2316,PZ007,70
4727,2,2317,PZ008,90
4728,1,2318,SD009,18
4729,3,2318,DR008,13
4730,3,2319,BG005,12
4731,2,2319,DR009,15
4732,2,2320,SD002,12
4733,2,2320,DS001,18
4734,3,2321,CK002,30
4735,1,2321,SD011,12
4736,1,2321,DR005,12
4737,1,2322,DR010,15
4738,1,2323,DR001,10
4739,1,2323,DR002,10
4740,2,2323,DR006,13
4741,1,2324,BG004,22
4742,1,2324,BG003,24
4743,1,2324,BG010,15
4744,1,2325,BG007,12
4745,2,2325,BG006,12
4746,1,2325,CK007,30
4747,1,2326,DR003,10
4748,1,2326,CK006,22
4749,2,2327,PZ004,100
4750,1,2327,DR005,12
4751,1,2327,DR007,13
4752,2,2328,DS003,18
4753,1,2329,CK008,60
4754,1,2329,CK001,30
4755,1,2329,SD002,12
4756,3,2330,DR011,10
4757,3,2330,DR009,15
4758,3,2330,BG009,18
4759,3,2331,SD007,16
4760,1,2331,PZ001,90
4761,2,2331,DR009,15
4762,3,2332,DR011,10
4763,1,2332,BG002,20
4764,2,2332,DS003,18
4765,2,2333,SD002,12
4766,1,2333,CK007,30
4767,2,2333,DS009,10
4768,2,2334,PZ003,100
4769,1,2334,SD005,10
4770,2,2335,DS002,18
4771,1,2335,PZ004,100
4772,3,2335,DR003,10
4773,1,2336,SD001,10
4774,3,2336,DR005,12
4775,1,2336,SD009,18
4776,1,2337,PZ002,90
4777,1,2337,SD002,12
4778,1,2337,PZ004,100
4779,3,2338,DR011,10
4780,2,2338,SD011,12
4781,1,2339,CK007,30
4782,1,2340,CK002,30
4783,1,2340,BG006,12
4784,3,2340,PZ010,90
4785,1,2341,SD010,14
4786,2,2342,BG008,12
4787,3,2342,BG001,30
4788,1,2342,PZ004,100
4789,1,2343,CK008,60
4790,2,2344,SD008,20
4791,1,2344,DR003,10
4792,1,2344,BG004,22
4793,1,2345,CK008,60
4794,1,2345,SD001,10
4795,1,2346,BG003,24
4796,2,2346,PZ009,90
4797,1,2347,DS008,10
4798,1,2347,BG010,15
4799,1,2347,CK008,60
4800,1,2348,BG007,12
4801,1,2348,SD011,12
4802,1,2348,DR010,15
4803,3,2349,CK001,30
4804,1,2350,BG003,24
4805,3,2351,SD004,15
4806,2,2352,SD005,10
4807,1,2352,SD002,12
4808,1,2352,SD003,10
4809,1,2353,CK004,25
4810,1,2353,BG003,24
4811,1,2353,DR009,15
4812,1,2354,DS006,15
4813,3,2355,SD009,18
4814,1,2355,CK008,60
4815,2,2355,CK006,22
4816,1,2356,DR003,10
4817,1,2357,PZ009,90
4818,1,2358,BG009,18
4819,1,2358,BG007,12
4820,1,2359,BG001,30
4821,1,2360,SD009,18
4822,3,2360,CK008,60
4823,1,2360,BG011,30
4824,1,2361,DR005,12
4825,1,2361,CK007,30
4826,3,2362,SD005,10
4827,1,2363,BG004,22
4828,1,2363,SD009,18
4829,3,2363,DR010,15
4830,1,2364,SD010,14
4831,1,2364,SD002,12
4832,3,2365,SD011,12
4833,1,2365,BG002,20
4834,1,2365,SD004,15
4835,1,2366,CK005,25
4836,1,2366,PZ006,60
4837,1,2366,CK001,30
4838,2,2367,DR007,13
4839,1,2367,PZ003,100
4840,1,2368,DS003,18
4841,1,2368,SD004,15
4842,1,2368,CK001,30
4843,1,2369,DS006,15
4844,1,2370,BG011,30
4845,1,2371,DS002,18
4846,1,2371,PZ005,80
4847,1,2372,DS009,10
4848,1,2372,DR004,10
4849,1,2372,PZ010,90
4850,1,2373,CK008,60
4851,1,2373,CK003,40
4852,1,2374,BG007,12
4853,1,2374,DR003,10
4854,2,2375,DS001,18
4855,1,2376,DR008,13
4856,2,2377,BG003,24
4857,1,2377,DR009,15
4858,1,2377,DS006,15
4859,1,2378,DS009,10
4860,1,2378,PZ006,60
4861,1,2379,PZ001,90
4862,2,2379,DS009,10
4863,1,2379,DS009,10
4864,1,2380,SD003,10
4865,1,2380,DS008,10
4866,3,2380,SD009,18
4867,1,2381,BG003,24
4868,1,2381,SD011,12
4869,2,2381,DR006,13
4870,3,2382,BG004,22
4871,1,2382,PZ003,100
4872,1,2382,DS009,10
4873,1,2383,DR003,10
4874,1,2383,DS010,15
4875,1,2384,BG006,12
4876,1,2384,PZ007,70
4877,1,2385,BG010,15
4878,2,2385,SD011,12
4879,1,2386,PZ007,70
4880,1,2387,DR004,10
4881,1,2388,DS008,10
4882,1,2388,SD007,16
4883,1,2388,CK002,30
4884,3,2389,CK006,22
4885,1,2389,DR003,10
4886,1,2389,DR005,12
4887,1,2390,DR002,10
4888,1,2390,SD011,12
4889,1,2390,BG009,18
4890,1,2391,BG011,30
4891,3,2392,BG006,12
4892,1,2392,DS004,24
4893,1,2393,DR005,12
4894,1,2393,CK008,60
4895,2,2393,SD001,10
4896,1,2394,PZ010,90
4897,1,2394,DS008,10
4898,1,2394,BG004,22
4899,2,2395,DS009,10
4900,1,2396,CK005,25
4901,2,2396,PZ008,90
4902,1,2397,CK006,22
4903,1,2397,SD010,14
4904,1,2398,SD003,10
4905,1,2399,CK006,22
4906,1,2400,PZ002,90
4907,1,2400,DS009,10
4908,2,2400,DR004,10
4909,1,2401,CK007,30
4910,1,2401,CK006,22
4911,1,2402,CK001,30
4912,1,2402,BG006,12
4913,1,2403,DS003,18
4914,1,2403,SD004,15
4915,1,2403,CK006,22
4916,1,2404,SD010,14
4917,1,2405,DR008,13
4918,1,2405,BG007,12
4919,1,2405,BG007,12
4920,1,2406,PZ008,90
4921,1,2406,BG010,15
4922,2,2406,DR001,10
4923,2,2407,DS009,10
4924,1,2407,CK004,25
4925,1,2407,DR003,10
4926,3,2408,CK001,30
4927,1,2408,DS002,18
4928,1,2409,CK005,25
4929,2,2409,PZ007,70
4930,1,2409,PZ004,100
4931,1,2410,CK003,40
4932,1,2411,DR007,13
4933,3,2411,BG007,12
4934,1,2412,DR008,13
4935,1,2413,DR001,10
4936,1,2413,CK001,30
4937,1,2413,DR010,15
4938,1,2414,SD003,10
4939,1,2414,CK009,50
4940,1,2414,PZ006,60
4941,1,2415,BG005,12
4942,1,2415,DR007,13
4943,1,2416,PZ001,90
4944,1,2416,SD001,10
4945,1,2416,BG006,12
4946,2,2417,DS008,10
4947,3,2417,DR009,15
4948,3,2418,CK009,50
4949,1,2419,CK003,40
4950,1,2419,DR002,10
4951,1,2419,BG002,20
4952,2,2420,SD006,18
4953,3,2420,CK001,30
4954,3,2420,DS006,15
4955,1,2421,PZ007,70
4956,1,2421,DS003,18
4957,1,2421,PZ007,70
4958,2,2422,SD002,12
4959,1,2422,CK009,50
4960,2,2423,CK007,30
4961,2,2423,BG008,12
4962,1,2424,DR004,10
4963,1,2424,DS003,18
4964,1,2424,CK003,40
4965,1,2425,SD008,20
4966,1,2425,SD011,12
4967,3,2425,BG001,30
4968,1,2426,PZ005,80
4969,1,2426,SD001,10
4970,3,2426,DS009,10
4971,1,2427,DS002,18
4972,1,2428,CK006,22
4973,2,2428,PZ005,80
4974,3,2428,DR006,13
4975,1,2429,DR001,10
4976,2,2429,CK009,50
4977,1,2429,CK006,22
4978,1,2430,SD010,14
4979,1,2431,PZ007,70
4980,2,2431,BG011,30
4981,1,2431,DR009,15
4982,1,2432,BG001,30
4983,3,2433,CK006,22
4984,1,2434,SD005,10
4985,1,2434,BG011,30
4986,1,2435,BG008,12
4987,1,2435,SD001,10
4988,1,2435,DR003,10
4989,1,2436,SD011,12
4990,1,2436,CK004,25
4991,1,2437,BG011,30
4992,1,2438,DR008,13
4993,3,2438,DR010,15
4994,2,2439,DS005,15
4995,1,2440,PZ010,90
4996,2,2440,PZ007,70
4997,1,2441,DS005,15
4998,2,2441,CK007,30
4999,2,2441,PZ006,60
5000,1,2442,DS009,10
5001,2,2442,SD007,16
5002,2,2443,SD008,20
5003,1,2443,DS005,15
5004,1,2444,DR005,12
5005,1,2444,BG006,12
5006,1,2444,CK004,25
5007,1,2445,PZ008,90
5008,1,2445,DS005,15
5009,1,2445,DS010,15
5010,1,2446,BG011,30
5011,1,2446,CK002,30
5012,2,2446,DS006,15
5013,1,2447,CK004,25
5014,2,2448,BG004,22
5015,1,2448,DR010,15
5016,1,2448,DR007,13
5017,3,2449,DR003,10
5018,3,2450,PZ009,90
5019,1,2451,SD009,18
5020,1,2451,DS005,15
5021,2,2451,SD001,10
5022,1,2452,SD007,16
5023,1,2452,DS003,18
5024,2,2452,PZ003,100
5025,1,2453,CK008,60
5026,3,2453,BG001,30
5027,1,2453,SD003,10
5028,3,2454,BG002,20
5029,3,2454,DS009,10
5030,2,2455,DS010,15
5031,3,2456,CK006,22
5032,1,2456,PZ009,90
5033,2,2457,PZ007,70
5034,1,2457,BG010,15
5035,1,2457,CK003,40
5036,1,2458,PZ004,100
5037,1,2459,BG004,22
5038,1,2460,DS007,15
5039,2,2460,CK007,30
5040,1,2461,PZ001,90
5041,1,2462,SD003,10
5042,1,2462,CK002,30
5043,3,2462,DS006,15
5044,1,2463,SD002,12
5045,1,2464,PZ007,70
5046,1,2464,SD008,20
5047,3,2464,CK003,40
5048,1,2465,SD008,20
5049,1,2466,PZ009,90
5050,1,2466,PZ003,100
5051,3,2466,DR003,10
5052,1,2467,DS006,15
5053,3,2467,DR006,13
5054,1,2468,PZ004,100
5055,1,2469,PZ005,80
5056,1,2470,BG006,12
5057,1,2470,BG003,24
5058,1,2470,DS008,10
5059,2,2471,DR006,13
5060,1,2471,PZ007,70
5061,3,2472,DR010,15
5062,3,2472,CK008,60
5063,3,2472,BG006,12
5064,1,2473,SD002,12
5065,2,2473,BG003,24
5066,1,2474,BG007,12
5067,3,2475,PZ009,90
5068,1,2475,DS003,18
5069,1,2475,SD007,16
5070,2,2476,PZ006,60
5071,1,2477,DS010,15
5072,1,2477,PZ001,90
5073,2,2478,DR002,10
5074,3,2479,PZ007,70
5075,1,2479,DS005,15
5076,2,2480,BG009,18
5077,3,2481,DS003,18
5078,1,2482,DS005,15
5079,2,2483,BG009,18
5080,3,2483,CK006,22
5081,1,2484,DS003,18
5082,1,2485,SD007,16
5083,1,2485,SD011,12
5084,1,2485,SD008,20
5085,1,2486,DR009,15
5086,1,2486,SD002,12
5087,1,2486,PZ002,90
5088,1,2487,DR006,13
5089,1,2488,DS007,15
5090,1,2489,SD007,16
5091,1,2489,CK001,30
5092,1,2490,PZ010,90
5093,1,2490,SD011,12
5094,1,2491,DR002,10
5095,1,2491,BG010,15
5096,1,2491,SD005,10
5097,1,2492,PZ006,60
5098,1,2492,SD011,12
5099,3,2492,CK001,30
5100,1,2493,PZ006,60
5101,2,2493,DR004,10
5102,1,2494,DR010,15
5103,1,2495,PZ009,90
5104,1,2496,DS008,10
5105,1,2496,SD004,15
5106,1,2497,SD007,16
5107,1,2497,BG002,20
5108,1,2497,BG011,30
5109,1,2498,DR005,12
5110,1,2498,DR006,13
5111,1,2499,CK002,30
5112,2,2500,PZ006,60
5113,1,2500,DR007,13
5114,3,2500,PZ009,90
5115,1,2501,DS008,10
5116,1,2501,CK007,30
5117,1,2502,BG004,22
5118,1,2502,PZ005,80
5119,1,2502,CK009,50
5120,1,2503,BG010,15
5121,2,2503,DR009,15
5122,2,2504,PZ001,90
5123,1,2505,PZ007,70
5124,1,2505,DS009,10
5125,2,2505,SD008,20
5126,1,2506,BG005,12
5127,1,2506,CK003,40
5128,1,2507,DS008,10
5129,1,2508,SD004,15
5130,1,2509,PZ007,70
5131,1,2509,BG008,12
5132,3,2509,BG010,15
5133,1,2510,CK002,30
5134,3,2510,PZ001,90
5135,1,2511,DR007,13
5136,1,2511,PZ005,80
5137,1,2511,PZ006,60
5138,2,2512,BG011,30
5139,3,2512,CK009,50
5140,2,2512,PZ005,80
5141,1,2513,DR006,13
5142,1,2513,PZ007,70
5143,1,2513,BG005,12
5144,1,2514,SD001,10
5145,3,2514,PZ007,70
5146,3,2515,DR010,15
5147,2,2515,CK007,30
5148,1,2516,SD006,18
5149,2,2517,DR009,15
5150,1,2517,PZ003,100
5151,1,2517,SD002,12
5152,2,2518,SD006,18
5153,1,2518,CK003,40
5154,1,2518,DS005,15
5155,2,2519,DR002,10
5156,1,2520,SD005,10
5157,2,2520,DS001,18
5158,1,2520,DS001,18
5159,3,2521,PZ006,60
5160,3,2522,PZ008,90
5161,1,2522,DS004,24
5162,1,2522,SD004,15
5163,1,2523,PZ005,80
5164,1,2524,CK006,22
5165,1,2525,PZ001,90
5166,1,2525,SD002,12
5167,1,2525,DR011,10
5168,3,2526,DS010,15
5169,1,2526,BG008,12
5170,1,2527,DR006,13
5171,1,2527,DS005,15
5172,1,2527,DR008,13
5173,1,2528,DR002,10
5174,1,2528,DS006,15
5175,3,2529,BG011,30
5176,3,2529,PZ003,100
5177,1,2529,CK004,25
5178,1,2530,DR002,10
5179,3,2530,PZ009,90
5180,1,2531,CK003,40
5181,2,2531,PZ004,100
5182,1,2532,DR010,15
5183,1,2532,DS007,15
5184,1,2533,CK006,22
5185,2,2533,SD009,18
5186,1,2533,DR011,10
5187,1,2534,SD011,12
5188,1,2534,BG008,12
5189,3,2534,PZ009,90
5190,1,2535,SD009,18
5191,3,2535,DR010,15
5192,3,2535,DR003,10
5193,3,2536,SD008,20
5194,2,2536,PZ006,60
5195,2,2537,PZ005,80
5196,3,2537,DR002,10
5197,1,2537,DR004,10
5198,1,2538,BG002,20
5199,1,2538,SD011,12
5200,1,2539,PZ008,90
5201,1,2540,SD007,16
5202,1,2540,PZ001,90
5203,3,2541,DS007,15
5204,1,2542,PZ002,90
5205,1,2542,DR001,10
5206,1,2542,DR005,12
5207,1,2543,PZ004,100
5208,3,2543,CK004,25
5209,1,2544,BG001,30
5210,1,2544,CK003,40
5211,1,2544,SD001,10
5212,1,2545,SD001,10
5213,1,2545,DS002,18
5214,1,2546,SD003,10
5215,1,2546,BG010,15
5216,1,2547,DS001,18
5217,2,2547,DR005,12
5218,1,2548,CK005,25
5219,2,2548,DR003,10
5220,2,2548,CK003,40
5221,1,2549,SD001,10
5222,1,2549,DS009,10
5223,1,2550,BG006,12
5224,1,2550,CK002,30
5225,1,2551,BG003,24
5226,1,2551,CK001,30
5227,1,2551,PZ007,70
5228,2,2552,SD008,20
5229,1,2553,DR005,12
5230,1,2554,BG001,30
5231,1,2555,PZ010,90
5232,1,2555,DR008,13
5233,1,2555,DR005,12
5234,3,2556,CK007,30
5235,1,2556,BG004,22
5236,1,2557,DR007,13
5237,1,2558,BG008,12
5238,2,2558,PZ008,90
5239,1,2558,DS007,15
5240,3,2559,SD007,16
5241,1,2560,DR004,10
5242,1,2560,BG003,24
5243,1,2561,DS008,10
5244,1,2562,BG007,12
5245,1,2562,SD009,18
5246,2,2563,DR003,10
5247,1,2563,DR011,10
5248,1,2564,DR008,13
5249,1,2565,DR001,10
5250,2,2565,SD001,10
5251,1,2565,DR003,10
5252,1,2566,SD006,18
5253,1,2566,SD003,10
5254,3,2567,DS009,10
5255,3,2567,DR005,12
5256,3,2568,PZ003,100
5257,3,2568,PZ007,70
5258,1,2568,CK004,25
5259,1,2569,DR011,10
5260,3,2569,DR010,15
5261,1,2570,CK007,30
5262,2,2571,DS004,24
5263,1,2572,DR009,15
5264,1,2573,BG008,12
5265,1,2574,CK005,25
5266,2,2574,DS006,15
5267,1,2575,BG006,12
5268,1,2575,PZ002,90
5269,2,2576,DR011,10
5270,1,2576,DR007,13
5271,1,2576,PZ010,90
5272,1,2577,BG001,30
5273,2,2577,SD009,18
5274,1,2577,PZ010,90
5275,1,2578,BG006,12
5276,1,2578,BG005,12
5277,1,2578,BG004,22
5278,2,2579,DR008,13
5279,1,2579,SD002,12
5280,1,2580,CK004,25
5281,3,2581,PZ007,70
5282,1,2581,DR006,13
5283,1,2581,DR002,10
5284,1,2582,DR002,10
5285,1,2583,DR006,13
5286,3,2583,PZ001,90
5287,2,2584,DS010,15
5288,1,2584,DS003,18
5289,1,2584,CK008,60
5290,1,2585,DS003,18
5291,1,2585,SD011,12
5292,2,2585,DR008,13
5293,1,2586,PZ008,90
5294,1,2586,BG010,15
5295,1,2586,BG001,30
5296,1,2587,SD004,15
5297,1,2587,SD011,12
5298,1,2588,CK004,25
5299,1,2589,DS003,18
5300,1,2590,PZ007,70
5301,1,2590,BG006,12
5302,3,2591,CK001,30
5303,1,2591,CK004,25
5304,2,2592,BG005,12
5305,1,2593,DR001,10
5306,2,2593,DS007,15
5307,3,2594,BG006,12
5308,3,2595,CK004,25
5309,2,2595,PZ002,90
5310,1,2596,DR006,13
5311,3,2597,DS003,18
5312,1,2598,BG006,12
5313,1,2599,SD007,16
5314,3,2600,PZ010,90
5315,1,2600,DS001,18
5316,1,2600,CK004,25
5317,2,2601,DR006,13
5318,1,2601,CK003,40
5319,1,2601,CK003,40
5320,1,2602,DR011,10
5321,3,2603,CK009,50
5322,2,2603,CK008,60
5323,1,2603,SD004,15
5324,2,2604,SD008,20
5325,1,2605,DS001,18
5326,1,2605,SD009,18
5327,1,2606,BG009,18
5328,1,2606,CK006,22
5329,1,2606,BG004,22
5330,2,2607,PZ007,70
5331,1,2608,BG001,30
5332,1,2608,BG001,30
5333,1,2609,SD003,10
5334,1,2610,SD002,12
5335,1,2610,DS010,15
5336,1,2610,CK004,25
5337,1,2611,SD002,12
5338,1,2611,SD006,18
5339,1,2611,DS006,15
5340,1,2612,CK001,30
5341,1,2612,PZ010,90
5342,1,2613,DR008,13
5343,1,2613,DR004,10
5344,1,2614,PZ001,90
5345,1,2615,BG009,18
5346,1,2616,PZ008,90
5347,3,2616,PZ003,100
5348,1,2617,BG005,12
5349,1,2617,BG004,22
5350,1,2617,CK002,30
5351,3,2618,SD008,20
5352,1,2619,DS010,15
5353,1,2620,CK005,25
5354,1,2620,CK003,40
5355,1,2621,BG003,24
5356,2,2621,BG008,12
5357,1,2622,CK005,25
5358,1,2623,SD005,10
5359,1,2623,DS008,10
5360,1,2624,DS008,10
5361,1,2624,DR009,15
5362,2,2625,BG007,12
5363,1,2625,DS001,18
5364,1,2625,DS002,18
5365,2,2626,BG006,12
5366,3,2627,DR004,10
5367,1,2628,SD008,20
5368,3,2628,CK007,30
5369,1,2628,DS008,10
5370,1,2629,PZ002,90
5371,3,2629,PZ006,60
5372,1,2629,CK003,40
5373,3,2630,DR007,13
5374,1,2630,CK005,25
5375,1,2630,DR006,13
5376,1,2631,SD010,14
5377,3,2631,BG003,24
5378,1,2631,DR010,15
5379,1,2632,PZ009,90
5380,1,2633,BG005,12
5381,3,2633,DR001,10
5382,1,2633,SD010,14
5383,2,2634,BG007,12
5384,2,2634,DR007,13
5385,1,2634,CK005,25
5386,1,2635,BG004,22
5387,1,2636,DS010,15
5388,3,2636,SD011,12
5389,1,2636,DS007,15
5390,1,2637,DS003,18
5391,3,2637,DR007,13
5392,1,2637,PZ004,100
5393,3,2638,CK001,30
5394,1,2638,CK003,40
5395,3,2639,DR001,10
5396,1,2640,PZ009,90
5397,1,2641,SD007,16
5398,1,2642,PZ002,90
5399,3,2642,PZ005,80
5400,3,2642,PZ009,90
5401,2,2643,SD006,18
5402,1,2644,PZ009,90
5403,1,2645,DR004,10
5404,1,2645,SD003,10
5405,1,2646,CK006,22
5406,1,2646,BG010,15
5407,1,2647,DS001,18
5408,1,2648,DR002,10
5409,1,2648,SD010,14
5410,2,2648,BG010,15
5411,1,2649,SD008,20
5412,1,2649,DS002,18
5413,1,2649,DS006,15
5414,1,2650,BG007,12
5415,1,2651,DR006,13
5416,1,2651,BG004,22
5417,1,2652,CK001,30
5418,1,2652,SD003,10
5419,1,2652,DR011,10
5420,1,2653,PZ007,70
5421,1,2653,DR005,12
5422,1,2653,BG008,12
5423,3,2654,PZ005,80
5424,3,2655,DR009,15
5425,1,2655,PZ007,70
5426,1,2656,CK009,50
5427,1,2656,DR008,13
5428,1,2656,BG008,12
5429,3,2657,SD011,12
5430,2,2657,DR008,13
5431,1,2657,BG005,12
5432,2,2658,SD007,16
5433,1,2658,CK004,25
5434,3,2659,DS007,15
5435,3,2660,PZ004,100
5436,1,2660,CK001,30
5437,3,2661,CK002,30
5438,1,2661,BG003,24
5439,1,2661,BG002,20
5440,1,2662,PZ005,80
5441,2,2662,PZ003,100
5442,1,2662,DR001,10
5443,1,2663,DR011,10
5444,1,2663,DR009,15
5445,3,2664,BG001,30
5446,1,2664,DR008,13
5447,1,2664,PZ007,70
5448,1,2665,CK002,30
5449,3,2666,DS004,24
5450,2,2666,PZ001,90
5451,1,2666,BG005,12
5452,2,2667,DS004,24
5453,1,2667,CK007,30
5454,2,2667,SD001,10
5455,1,2668,CK008,60
5456,1,2668,SD010,14
5457,1,2668,DR001,10
5458,1,2669,BG003,24
5459,1,2669,DS004,24
5460,1,2670,BG003,24
5461,1,2670,DR001,10
5462,1,2671,CK009,50
5463,1,2672,PZ004,100
5464,1,2672,PZ002,90
5465,2,2673,SD005,10
5466,1,2673,DS008,10
5467,1,2674,DR011,10
5468,1,2674,DS009,10
5469,2,2675,DS005,15
5470,3,2675,SD001,10
5471,2,2676,CK007,30
5472,2,2677,DR010,15
5473,1,2678,BG003,24
5474,1,2678,BG004,22
5475,1,2679,DR009,15
5476,3,2680,DR002,10
5477,1,2680,DS009,10
5478,1,2680,DR003,10
5479,1,2681,SD010,14
5480,1,2681,DR008,13
5481,1,2682,CK004,25
5482,1,2682,CK006,22
5483,1,2683,DS010,15
5484,1,2684,SD011,12
5485,1,2685,PZ004,100
5486,3,2686,BG003,24
5487,1,2686,DR010,15
5488,1,2687,DR010,15
5489,1,2687,DR005,12
5490,1,2688,BG010,15
5491,1,2688,SD011,12
5492,3,2689,DR001,10
5493,1,2689,SD007,16
5494,3,2689,PZ008,90
5495,1,2690,BG005,12
5496,1,2691,SD008,20
5497,1,2691,SD005,10
5498,1,2691,DS003,18
5499,1,2692,SD004,15
5500,2,2692,PZ001,90
5501,1,2692,BG010,15
5502,1,2693,SD009,18
5503,2,2694,BG001,30
5504,3,2694,PZ008,90
5505,1,2695,BG003,24
5506,1,2695,SD002,12
5507,1,2695,DS007,15
5508,1,2696,DR007,13
5509,1,2696,DS001,18
5510,1,2697,DR007,13
5511,1,2698,SD005,10
5512,1,2699,DS008,10
5513,2,2700,BG001,30
5514,1,2700,DS008,10
5515,1,2701,DS009,10
5516,3,2701,CK009,50
5517,1,2701,BG007,12
5518,1,2702,BG002,20
5519,1,2702,DS007,15
5520,1,2702,DR001,10
5521,1,2703,BG005,12
5522,2,2703,DR010,15
5523,2,2703,CK004,25
5524,3,2704,BG001,30
5525,1,2705,SD010,14
5526,1,2705,BG011,30
5527,1,2706,PZ003,100
5528,1,2706,SD004,15
5529,1,2706,DS005,15
5530,1,2707,PZ007,70
5531,1,2708,PZ009,90
5532,3,2708,BG002,20
5533,1,2709,DR008,13
5534,2,2709,DR002,10
5535,1,2709,SD005,10
5536,1,2710,PZ001,90
5537,1,2711,CK001,30
5538,1,2711,DS006,15
5539,2,2711,BG002,20
5540,3,2712,PZ007,70
5541,2,2713,DR010,15
5542,1,2714,PZ009,90
5543,3,2714,DS010,15
5544,1,2715,BG005,12
5545,1,2715,CK004,25
5546,1,2715,DR004,10
5547,1,2716,SD008,20
5548,1,2716,DS007,15
5549,1,2716,DS009,10
5550,1,2717,DS007,15
5551,1,2717,CK009,50
5552,3,2718,PZ009,90
5553,1,2718,CK007,30
5554,1,2719,BG002,20
5555,1,2720,DS001,18
5556,1,2720,CK009,50
5557,1,2721,BG001,30
5558,3,2721,BG010,15
5559,1,2721,PZ009,90
5560,1,2722,SD008,20
5561,3,2722,SD001,10
5562,1,2723,BG005,12
5563,1,2724,BG004,22
5564,2,2724,SD006,18
5565,2,2725,PZ001,90
5566,1,2726,DR008,13
5567,1,2726,DR006,13
5568,1,2726,BG008,12
5569,1,2727,SD001,10
5570,1,2727,CK008,60
5571,2,2727,DR007,13
5572,3,2728,SD001,10
5573,1,2728,DR003,10
5574,3,2728,PZ003,100
5575,1,2729,SD002,12
5576,1,2729,DR007,13
5577,1,2729,DR001,10
5578,1,2730,PZ010,90
5579,2,2730,DR002,10
5580,2,2730,DS005,15
5581,1,2731,CK007,30
5582,1,2731,DR006,13
5583,1,2732,DS007,15
5584,1,2732,BG005,12
5585,1,2732,DS002,18
5586,1,2733,BG003,24
5587,1,2733,DR009,15
5588,1,2733,PZ006,60
5589,1,2734,DR004,10
5590,1,2734,SD011,12
5591,1,2734,PZ008,90
5592,1,2735,DS003,18
5593,1,2735,SD006,18
5594,1,2736,SD011,12
5595,1,2736,DR009,15
5596,1,2737,DR009,15
5597,1,2737,DR007,13
5598,1,2737,CK002,30
5599,1,2738,PZ005,80
5600,1,2738,CK002,30
5601,1,2739,CK006,22
5602,1,2739,CK003,40
5603,1,2739,BG005,12
5604,1,2740,DS005,15
5605,1,2740,DS004,24
5606,1,2741,BG002,20
5607,1,2741,DS010,15
5608,1,2741,DS004,24
5609,1,2742,SD007,16
5610,1,2742,PZ005,80
5611,1,2742,DS009,10
5612,3,2743,BG005,12
5613,1,2743,CK002,30
5614,1,2744,DR004,10
5615,1,2745,SD005,10
5616,1,2746,DS002,18
5617,1,2747,DR008,13
5618,1,2748,CK002,30
5619,1,2748,DS006,15
5620,3,2748,SD009,18
5621,1,2749,SD008,20
5622,1,2750,BG007,12
5623,3,2750,DS009,10
5624,1,2750,DS009,10
5625,1,2751,DR002,10
5626,1,2751,DR005,12
5627,1,2752,BG007,12
5628,1,2752,CK001,30
5629,1,2752,BG007,12
5630,2,2753,DS005,15
5631,1,2754,BG009,18
5632,3,2755,DR006,13
5633,1,2755,PZ008,90
5634,2,2756,DR001,10
5635,1,2757,DR010,15
5636,2,2757,SD011,12
5637,1,2757,SD006,18
5638,1,2758,BG005,12
5639,1,2758,DS010,15
5640,1,2759,CK006,22
5641,1,2759,PZ006,60
5642,2,2759,CK007,30
5643,1,2760,DS009,10
5644,1,2761,DS007,15
5645,1,2762,BG003,24
